GeneID	LOG_count	WT0_count	LOG_rpkm	WT0_rpkm	log2_Ratio(WT0/LOG)	Pvalue	FDR	significant
Unigene0033636	0	28	0.001	6.4026	12.64444217	7.59E-09	4.54E-08	yes
Unigene0033637	1218	487	21.0416	8.3745	-1.329169449	2.40E-67	7.35E-66	yes
Unigene0033638	12	7	1.6636	0.966	-0.784213496	0.35951399	0.523046962	no
Unigene0033639	28	27	6.6807	6.4125	-0.059112355	1	1	no
Unigene0033640	327	284	13.0501	11.2819	-0.210050807	0.079431491	0.15404311	no
Unigene0033641	52	61	4.0831	4.7677	0.223628558	0.453129413	0.62434186	no
Unigene0033642	400	449	19.2695	21.5306	0.160069387	0.121991699	0.221515561	no
Unigene0033643	1589	1196	34.2922	25.6922	-0.41655003	1.18E-12	9.16E-12	no
Unigene0033644	132	140	5.1897	5.4789	0.078235129	0.67341157	0.824155561	no
Unigene0033645	25	42	2.1852	3.6543	0.741829749	0.050181406	0.104614069	no
Unigene0033646	6	13	1.1502	2.4806	1.108804375	0.167270257	0.285450171	no
Unigene0033647	16592	11048	1140.1637	755.7036	-0.593348575	5.72E-108	2.74E-106	no
Unigene0033648	606	471	45.7733	35.4127	-0.370239461	5.30E-05	0.000210682	no
Unigene0033649	192	120	39.5325	24.5943	-0.684715199	6.19E-05	0.000243335	no
Unigene0033650	172	77	14.2503	6.3502	-1.166118356	2.06E-09	1.28E-08	yes
Unigene0033651	137	135	4.9105	4.8166	-0.027854812	0.951990955	1	no
Unigene0033652	622	714	101.7018	116.2079	0.192362935	0.019667036	0.046609208	no
Unigene0033653	864	703	11.3417	9.1858	-0.304159624	6.52E-05	0.000255395	no
Unigene0033654	351	562	30.3468	48.3662	0.672454798	1.36E-11	9.93E-11	no
Unigene0033655	4	14	0.8895	3.0989	1.80068969	0.030957355	0.069277079	no
Unigene0033656	1099	1441	42.487	55.4525	0.384231025	3.14E-10	2.09E-09	no
Unigene0033657	4003	1789	41.8146	18.6017	-1.168572288	5.08E-158	3.56E-156	yes
Unigene0033658	20	2	3.874	0.3856	-3.328646997	0.000122056	0.000459236	yes
Unigene0033659	554	163	23.5461	6.896	-1.771656443	1.46E-49	3.44E-48	yes
Unigene0033660	134	108	7.0544	5.6595	-0.317848781	0.109976072	0.203337576	no
Unigene0033661	604	1397	12.3358	28.4004	1.203059969	4.90E-65	1.46E-63	yes
Unigene0033662	41	26	6.4569	4.0758	-0.663758424	0.086962949	0.166961869	no
Unigene0033663	910	657	14.6339	10.5168	-0.47661851	4.31E-10	2.84E-09	no
Unigene0033665	4	5	0.4652	0.5788	0.315213825	1	1	no
Unigene0033666	6	31	0.6305	3.2428	2.362671773	4.19E-05	0.000168643	yes
Unigene0033667	12	10	2.0154	1.6718	-0.269663935	0.831904334	0.951807084	no
Unigene0033668	580	734	19.4239	24.4683	0.333080971	5.96E-05	0.000235689	no
Unigene0033669	14996	17061	388.4747	439.9376	0.179478265	5.31E-12	3.98E-11	no
Unigene0033670	765	793	36.917	38.0923	0.04521408	0.574644725	0.733906888	no
Unigene0033671	74	57	14.2842	10.9521	-0.383212715	0.163253427	0.279876294	no
Unigene0033672	16	34	3.1542	6.6718	1.080801901	0.015473282	0.037720701	yes
Unigene0033673	5	8	0.6796	1.0824	0.671475987	0.581180318	0.738783422	no
Unigene0033674	0	1	0.001	0.2427	7.923030298	1	1	no
Unigene0033675	131	130	2.0796	2.0542	-0.017729409	1	1	no
Unigene0033676	11	8	0.7448	0.5392	-0.466032576	0.64776437	0.799338824	no
Unigene0033677	152	215	8.3997	11.8265	0.49361347	0.001308235	0.004107684	no
Unigene0033678	61	21	9.3938	3.2191	-1.545051484	1.18E-05	5.09E-05	yes
Unigene0033679	58	32	9.5396	5.239	-0.864637313	0.008187233	0.021413478	no
Unigene0033680	343	189	79.7835	43.7603	-0.866467785	2.37E-11	1.71E-10	no
Unigene0033681	22	10	3.895	1.7623	-1.14416379	0.050284266	0.104722554	no
Unigene0033682	15	12	2.9259	2.33	-0.328550508	0.701302134	0.844976914	no
Unigene0033683	3	11	0.7251	2.6466	1.867888287	0.05745859	0.11774109	no
Unigene0033684	16	12	2.088	1.5588	-0.421685875	0.571859929	0.730683988	no
Unigene0033685	18	18	2.0675	2.058	-0.006644347	1	1	no
Unigene0033686	54	25	4.9213	2.2679	-1.117682437	0.001497535	0.004639519	yes
Unigene0033687	366	272	23.1741	17.1432	-0.434876878	0.000208004	0.000754223	no
Unigene0033688	56	172	5.2147	15.943	1.612266965	9.23E-15	8.09E-14	yes
Unigene0033689	55	27	8.0042	3.9113	-1.03310902	0.002695608	0.007914193	yes
Unigene0033690	32	21	7.0875	4.6298	-0.614326957	0.16954227	0.288447307	no
Unigene0033691	88	113	13.8588	17.7141	0.354095825	0.091853899	0.175106977	no
Unigene0033692	61	57	12.0681	11.225	-0.104483111	0.783180223	0.914827623	no
Unigene0033693	76	133	7.6541	13.333	0.800696777	0.000106262	0.000403871	no
Unigene0033694	81	62	5.1054	3.8899	-0.392290931	0.133358078	0.236537947	no
Unigene0033695	30	34	6.5403	7.3783	0.173931637	0.708427701	0.852041439	no
Unigene0033696	5	10	0.3199	0.6368	0.993219343	0.301941037	0.454088793	no
Unigene0033697	32	20	6.6628	4.1451	-0.684721681	0.126839251	0.225917089	no
Unigene0033698	272	202	44.7372	33.0713	-0.435895207	0.001243162	0.003916587	no
Unigene0033699	40	46	9.4626	10.8319	0.194977779	0.590835349	0.748625999	no
Unigene0033701	2	0	0.1279	0.001	-6.998872454	0.500024999	0.660319045	no
Unigene0033702	19	20	2.8625	2.9993	0.067350139	1	1	no
Unigene0033703	6	14	1.4255	3.3108	1.215711823	0.115499401	0.211521988	no
Unigene0033704	60	49	6.8492	5.5678	-0.298828099	0.339500249	0.500386788	no
Unigene0033705	304	415	7.9605	10.8172	0.442396156	7.36E-05	0.000285736	no
Unigene0033706	3	23	0.6515	4.9717	2.931902161	8.88E-05	0.000341714	yes
Unigene0033707	11	40	1.1058	4.0027	1.855883014	5.82E-05	0.000230613	yes
Unigene0033708	3198	6685	54.4185	113.2319	1.05711136	1.25E-190	1.06E-188	yes
Unigene0033709	9	8	1.7742	1.5698	-0.176587885	1	1	no
Unigene0033710	18	26	2.0215	2.9066	0.523906341	0.291747242	0.441574062	no
Unigene0033711	9	4	1.8881	0.8353	-1.176568833	0.267002764	0.411535972	no
Unigene0033712	24	13	4.2089	2.2693	-0.891195888	0.099182755	0.186248934	no
Unigene0033713	773	885	11.0641	12.609	0.188567761	0.011536617	0.029207843	no
Unigene0033714	14	285	0.9503	19.2565	4.340818668	4.82E-66	1.46E-64	yes
Unigene0033715	1193	1481	16.5846	20.4937	0.30533626	3.14E-07	1.63E-06	no
Unigene0033716	1	2	0.2366	0.471	0.993276986	1	1	no
Unigene0033717	1089	781	13.9398	9.9512	-0.486267449	5.40E-12	4.05E-11	no
Unigene0033718	607	1331	9.268	20.229	1.126095054	4.14E-56	1.08E-54	yes
Unigene0033719	481	570	16.9778	20.0268	0.238282392	0.009682124	0.024913889	no
Unigene0033720	46	33	3.4188	2.4413	-0.485840435	0.177464483	0.300164685	no
Unigene0033721	98	53	6.7594	3.6388	-0.893432433	0.000328896	0.001152579	no
Unigene0033722	19	18	2.533	2.3887	-0.084621402	1	1	no
Unigene0033723	3	3	0.6645	0.6614	-0.006746154	1	1	no
Unigene0033724	87	60	7.1336	4.8971	-0.542702666	0.032271564	0.071378115	no
Unigene0033725	685	744	14.507	15.6841	0.11255354	0.167548601	0.28586287	no
Unigene0033726	659	559	10.2534	8.6576	-0.244063331	0.004935731	0.013645844	no
Unigene0033727	670	675	12.4781	12.5134	0.004075559	1	1	no
Unigene0033728	293	450	9.783	14.956	0.612375529	2.58E-08	1.47E-07	no
Unigene0033729	26	32	4.0601	4.9741	0.292920251	0.512455969	0.67033624	no
Unigene0033730	32	25	7.3816	5.7404	-0.362782292	0.427703186	0.598142792	no
Unigene0033731	22	31	3.958	5.5516	0.488132011	0.272315167	0.418767866	no
Unigene0033732	60	27	12.3083	5.5133	-1.158643502	0.000538925	0.001815475	yes
Unigene0033733	15	15	2.369	2.3581	-0.006653299	1	1	no
Unigene0033734	8	16	1.186	2.361	0.993294032	0.151835054	0.262751689	no
Unigene0033735	291	417	14.4313	20.5848	0.512378165	5.26E-06	2.39E-05	no
Unigene0033736	1525	968	30.3757	19.1925	-0.662375008	6.33E-27	8.80E-26	no
Unigene0033737	12	8	2.48	1.6457	-0.591638754	0.503660778	0.66339736	no
Unigene0033738	11	13	2.4076	2.8322	0.234327425	0.838916366	0.957479364	no
Unigene0033739	272	188	14.5957	10.0419	-0.53951114	0.000105195	0.000400396	no
Unigene0033740	794	505	11.619	7.3559	-0.659512135	3.98E-15	3.55E-14	no
Unigene0033741	1995	4156	43.3231	89.8363	1.052162031	7.15E-135	4.23E-133	yes
Unigene0033743	0	6	0.001	1.1858	10.21164499	0.03127344	0.069386062	no
Unigene0033744	890	811	19.3574	17.5581	-0.140748453	0.056263732	0.115759939	no
Unigene0033745	526	226	14.1812	6.0651	-1.22537628	8.03E-28	1.14E-26	yes
Unigene0033746	589	317	12.6571	6.7808	-0.900419494	3.80E-19	4.04E-18	no
Unigene0033747	922	430	17.8968	8.3083	-1.107076437	1.52E-39	2.88E-38	yes
Unigene0033749	0	1	0.001	0.1232	6.944858446	1	1	no
Unigene0033750	561	1093	41.8623	81.1858	0.955575833	3.05E-36	5.35E-35	no
Unigene0033751	569	1014	17.1077	30.3471	0.826912844	8.11E-27	1.12E-25	no
Unigene0033752	231	337	9.3805	13.6221	0.5382124	1.93E-05	8.12E-05	no
Unigene0033753	581	612	16.3707	17.1649	0.068345441	0.430996601	0.601888636	no
Unigene0033754	13	7	1.7541	0.9402	-0.899691412	0.263416131	0.408257984	no
Unigene0033755	9	8	1.3898	1.2297	-0.17657089	1	1	no
Unigene0033756	570	279	8.8144	4.2946	-1.037338603	3.42E-23	4.22E-22	yes
Unigene0033757	8	3	1.8531	0.6917	-1.421722375	0.22669138	0.364110533	no
Unigene0033758	810	1784	14.6344	32.0836	1.132472434	2.37E-73	7.85E-72	yes
Unigene0033759	811	803	33.0782	32.6014	-0.020946811	0.792266506	0.920637163	no
Unigene0033760	36	582	1.4044	22.6008	4.008348034	1.40E-124	7.76E-123	yes
Unigene0033761	55	681	1.8453	22.7426	3.62346991	6.44E-134	3.81E-132	yes
Unigene0033762	36	220	2.5462	15.4888	2.604807725	4.79E-33	7.80E-32	yes
Unigene0033763	14	107	1.4177	10.7852	2.927428749	8.08E-19	8.42E-18	yes
Unigene0033764	281	202	9.4049	6.7297	-0.482870411	0.000312393	0.001100756	no
Unigene0033766	474	631	62.89	83.3358	0.406105757	6.27E-06	2.82E-05	no
Unigene0033767	488	603	69.2071	85.1231	0.298630639	0.000950613	0.003064173	no
Unigene0033768	8789	14010	359.7963	570.893	0.666040022	2.74E-124	1.52E-122	no
Unigene0033769	436	517	7.7266	9.1199	0.239184293	0.013520799	0.033416627	no
Unigene0033770	665	1032	25.1319	38.8225	0.62737328	2.42E-17	2.37E-16	no
Unigene0033771	413	760	6.2869	11.5159	0.873206445	9.90E-23	1.20E-21	no
Unigene0033772	1204	1454	25.9633	31.2103	0.26554846	9.20E-06	4.05E-05	no
Unigene0033773	144	131	9.0661	8.2097	-0.143152571	0.47239133	0.6448378	no
Unigene0033774	151	63	16.7221	6.9447	-1.267771757	1.96E-09	1.23E-08	yes
Unigene0033775	553	427	40.6112	31.2139	-0.379689032	7.29E-05	0.000283529	no
Unigene0033776	6	1	0.7331	0.1216	-2.591866777	0.125065622	0.223164129	no
Unigene0033777	216	1752	7.9681	64.3335	3.013262521	5.45E-274	7.28E-272	yes
Unigene0033778	222	1612	22.8547	165.1915	2.853576667	1.27E-239	1.43E-237	yes
Unigene0033779	64	455	9.6421	68.2341	2.823073609	7.76E-72	2.53E-70	yes
Unigene0033780	212	1342	17.9113	112.8608	2.655602524	5.82E-187	4.85E-185	yes
Unigene0033781	5	3	1.0901	0.651	-0.743731038	0.726617172	0.866676484	no
Unigene0033782	465	547	7.8645	9.2088	0.227658124	0.015355776	0.037462238	no
Unigene0033785	84	67	8.1782	6.4931	-0.332875916	0.194402061	0.321396469	no
Unigene0033786	984	681	18.7468	12.9145	-0.537652566	4.94E-13	3.93E-12	no
Unigene0033787	688	669	6.9289	6.7066	-0.047044777	0.563327451	0.72174861	no
Unigene0033788	930	1064	18.9799	21.6148	0.187547096	0.006055446	0.01645224	no
Unigene0033789	413	320	6.868	5.297	-0.374714531	0.000639	0.002124447	no
Unigene0033790	1	16	0.0849	1.3517	3.992866627	0.000276113	0.000979444	yes
Unigene0033791	3	39	0.2606	3.3721	3.693738331	5.81E-09	3.51E-08	yes
Unigene0033792	0	5	0.001	1.098	10.10066234	0.062531251	0.126174354	no
Unigene0033793	488	5045	10.3547	106.5556	3.363248755	0	0	yes
Unigene0033794	43	53	2.0173	2.475	0.295002877	0.359550533	0.523046962	no
Unigene0033795	251	257	3.86	3.9341	0.027432782	0.895441283	1	no
Unigene0033797	1313	954	28.0311	20.2733	-0.467447416	3.46E-13	2.79E-12	no
Unigene0033798	2234	2035	32.3422	29.3258	-0.141247353	0.003864617	0.011015916	no
Unigene0033799	5	6	0.9235	1.1031	0.256379716	1	1	no
Unigene0033800	26	21	3.4579	2.7801	-0.31475937	0.560527677	0.718737729	no
Unigene0033801	50	29	5.9141	3.4144	-0.792526557	0.02409554	0.055636028	no
Unigene0033802	101	60	14.3602	8.4916	-0.757967523	0.001606135	0.004942372	no
Unigene0033803	3	7	0.5893	1.3688	1.215837494	0.343873016	0.504449375	no
Unigene0033804	33	16	3.9882	1.9248	-1.051029212	0.021451342	0.05028991	no
Unigene0033805	33	39	4.6327	5.4499	0.234376497	0.556709816	0.715482586	no
Unigene0033807	103	80	7.2665	5.618	-0.371204015	0.105207378	0.196569095	no
Unigene0033808	15	30	1.3693	2.726	0.993347001	0.035903799	0.078131823	no
Unigene0033809	61	58	8.6289	8.1668	-0.079405761	0.855057006	0.971416839	no
Unigene0033811	42	22	5.5198	2.8781	-0.939499275	0.017032349	0.040887454	no
Unigene0033812	36	35	5.1848	5.0176	-0.047290875	1	1	no
Unigene0033813	67	42	7.776	4.8521	-0.680418935	0.02143654	0.050285318	no
Unigene0033814	10	11	1.6448	1.8009	0.130805904	1	1	no
Unigene0033815	131	64	9.2537	4.5001	-1.040073267	2.05E-06	9.71E-06	yes
Unigene0033816	448	342	9.0139	6.8495	-0.396152767	0.000184457	0.00067423	no
Unigene0033818	45	28	3.5789	2.2167	-0.691102699	0.060837432	0.123903402	no
Unigene0033819	1	3	0.2022	0.6037	1.578048804	0.625037495	0.778888258	no
Unigene0033820	626	1174	8.8059	16.4387	0.900553847	4.15E-35	7.09E-34	no
Unigene0033821	355	446	8.3518	10.4445	0.32258436	0.002275257	0.00678901	no
Unigene0033822	45	56	2.1585	2.6738	0.308862463	0.320948214	0.478282716	no
Unigene0033823	544	425	8.3404	6.486	-0.362787552	0.000163545	0.000602291	no
Unigene0033824	5	13	0.9857	2.551	1.371842368	0.096401148	0.18194183	no
Unigene0033825	7	6	1.0161	0.8669	-0.229104905	1	1	no
Unigene0033827	28	11	2.59	1.0128	-1.354602788	0.009543715	0.024599776	yes
Unigene0033828	1	1	0.2288	0.2277	-0.006952761	1	1	no
Unigene0033829	4	3	0.5345	0.3991	-0.421439669	1	1	no
Unigene0033830	6	2	1.1269	0.3739	-1.591635122	0.28916092	0.43835434	no
Unigene0033831	35	16	4.2391	1.929	-1.135904856	0.011074141	0.028155316	yes
Unigene0033832	34	15	7.3834	3.2424	-1.187223239	0.009485075	0.024464732	yes
Unigene0033833	10	10	1.9303	1.9214	-0.00666719	1	1	no
Unigene0033834	19	10	3.7062	1.9417	-0.93262042	0.136329417	0.240576624	no
Unigene0033835	352	707	35.5147	71.0042	0.999488066	1.81E-26	2.47E-25	no
Unigene0033836	72	36	4.8873	2.4324	-1.00665717	0.000707064	0.002340006	yes
Unigene0033837	12	3	2.3656	0.5887	-2.006601616	0.035222917	0.076962497	no
Unigene0033838	22	20	3.9709	3.5933	-0.144156641	0.877742635	0.990302928	no
Unigene0033839	4	8	0.836	1.6643	0.993340664	0.387840285	0.552900126	no
Unigene0033840	11	16	1.7777	2.5738	0.533888072	0.442378938	0.614954473	no
Unigene0033841	10	10	1.6795	1.6718	-0.00662953	1	1	no
Unigene0033842	8	7	1.1735	1.0221	-0.199281489	1	1	no
Unigene0033845	7	10	1.0241	1.4562	0.507851918	0.629207129	0.781563131	no
Unigene0033846	10	2	2.3261	0.4631	-2.328517458	0.038630625	0.083347713	no
Unigene0033847	17	2	2.7393	0.3208	-3.094061227	0.000732495	0.002415186	yes
Unigene0033848	20	10	2.4329	1.2109	-1.006597295	0.098988956	0.186045634	no
Unigene0033849	13	3	1.9324	0.4439	-2.122087144	0.021320761	0.050035434	no
Unigene0033850	313	213	12.2539	8.3006	-0.561953454	1.30E-05	5.60E-05	no
Unigene0033851	43	54	2.9331	3.6665	0.321977281	0.311106004	0.465013979	no
Unigene0033852	4	14	0.5746	2.0019	1.800740012	0.030957355	0.069277079	no
Unigene0033853	1	5	0.1607	0.7997	2.315088959	0.218820305	0.35400966	no
Unigene0033854	19	55	2.2764	6.5594	1.52680977	3.49E-05	0.000142058	yes
Unigene0033855	14	48	1.444	4.928	1.770931514	1.79E-05	7.58E-05	yes
Unigene0033856	8	29	1.186	4.2794	1.851304526	0.000761073	0.002503089	yes
Unigene0033857	10	139	0.4656	6.4421	3.790368092	4.96E-30	7.51E-29	yes
Unigene0033859	10	20	0.9099	1.8114	0.993325259	0.098988956	0.186045634	no
Unigene0033860	2	14	0.4228	2.9457	2.800563227	0.00419502	0.011793713	yes
Unigene0033861	1	0	0.168	0.001	-7.392317423	1	1	no
Unigene0033863	44	22	5.306	2.6408	-1.006649632	0.009324907	0.024131101	yes
Unigene0033864	14	12	3.0167	2.5738	-0.229071281	0.845119625	0.962707045	no
Unigene0033865	7	23	1.4575	4.7669	1.709555477	0.005255641	0.014448676	yes
Unigene0033866	81	101	5.6147	6.9689	0.311722013	0.160724666	0.276351839	no
Unigene0033867	2	4	0.4813	0.9582	0.99339039	0.687546866	0.832683124	no
Unigene0033868	33	44	3.3973	4.5089	0.408386892	0.255218861	0.398058865	no
Unigene0033869	0	16	0.001	2.4391	11.25213319	3.07E-05	0.000125928	yes
Unigene0033870	14	8	1.9217	1.0931	-0.813957743	0.286545428	0.437204125	no
Unigene0033871	1	11	0.2029	2.2216	3.452758312	0.006362167	0.01719133	yes
Unigene0033872	7	1	1.6081	0.2287	-2.813828853	0.070367189	0.13895621	no
Unigene0033873	10	4	2.007	0.7991	-1.328592657	0.17971814	0.301125081	no
Unigene0033874	42	22	7.6055	3.9655	-0.939540313	0.017032349	0.040887454	no
Unigene0033875	0	9	0.001	1.9304	10.91468411	0.003913285	0.01109085	yes
Unigene0033876	11	1	1.7572	0.159	-3.466179734	0.006362167	0.01719133	yes
Unigene0033877	12	20	1.9393	3.2173	0.730314469	0.215694939	0.35040135	no
Unigene0033878	260	351	20.3866	27.3954	0.42631248	0.000443551	0.00152262	no
Unigene0033880	23	6	3.2126	0.8342	-1.945276145	0.002332015	0.006941436	yes
Unigene0033881	24	0	2.8089	0.001	-11.45578955	1.21E-07	6.53E-07	yes
Unigene0033882	22	20	2.0182	1.8263	-0.144145379	0.877742635	0.990302928	no
Unigene0033883	1	2	0.0919	0.1829	0.992918308	1	1	no
Unigene0033885	16	9	2.7883	1.5612	-0.836730425	0.229815055	0.36781007	no
Unigene0033886	0	6	0.001	1.2624	10.3019534	0.03127344	0.069386062	no
Unigene0033887	15	13	1.8368	1.5845	-0.213166887	0.850658524	0.967243607	no
Unigene0033888	2	27	0.4103	5.5133	3.748165047	1.65E-06	7.92E-06	yes
Unigene0033889	758	996	115.4498	151.002	0.387301984	9.16E-08	5.00E-07	no
Unigene0033890	40	28	5.7759	4.0245	-0.521236209	0.182552406	0.305379818	no
Unigene0033891	16	18	1.981	2.2184	0.163290641	0.864281555	0.978640883	no
Unigene0033892	33	34	2.9306	3.0055	0.036408953	1	1	no
Unigene0033893	8	14	1.403	2.4439	0.800670245	0.286545428	0.437204125	no
Unigene0033894	6	6	0.6402	0.6373	-0.006550016	1	1	no
Unigene0033896	97	67	8.3995	5.7751	-0.540457523	0.023815033	0.055085805	no
Unigene0033897	1	5	0.149	0.7418	2.315717937	0.218820305	0.35400966	no
Unigene0033898	13	7	2.2655	1.2143	-0.899704599	0.263416131	0.408257984	no
Unigene0033899	14	4	3.0642	0.8715	-1.813937895	0.030957355	0.069277079	no
Unigene0033900	3	2	0.6294	0.4176	-0.591855467	1	1	no
Unigene0033901	20	15	1.927	1.4386	-0.421691062	0.499937528	0.660319045	no
Unigene0033902	8	6	1.1704	0.8737	-0.421791779	0.790600623	0.919217325	no
Unigene0033904	2	2	0.3915	0.3897	-0.006648376	1	1	no
Unigene0033905	1	0	0.2029	0.001	-7.664625055	1	1	no
Unigene0033906	19	20	3.5805	3.7517	0.067383402	1	1	no
Unigene0033907	43	38	4.7714	4.1972	-0.184985426	0.657643181	0.809589918	no
Unigene0033908	1	0	0.2307	0.001	-7.849874194	1	1	no
Unigene0033909	1	2	0.2307	0.4592	0.993104638	1	1	no
Unigene0033910	758	312	44.4038	18.193	-1.287299684	1.03E-41	2.08E-40	yes
Unigene0033911	39	26	2.3388	1.5521	-0.591546985	0.136667902	0.241032705	no
Unigene0033913	378	263	8.0979	5.6083	-0.529984303	6.12E-06	2.76E-05	no
Unigene0033914	815	804	24.9356	24.486	-0.026249801	0.737896231	0.87732319	no
Unigene0033915	313	223	19.2271	13.6355	-0.495773576	0.000101077	0.000385924	no
Unigene0033916	502	273	15.3422	8.3051	-0.885435929	3.11E-16	2.91E-15	no
Unigene0033917	696	470	25.5059	17.1447	-0.573068348	8.96E-11	6.21E-10	no
Unigene0033919	173	164	7.0458	6.6486	-0.08371294	0.665689312	0.816119304	no
Unigene0033920	1865	1158	82.2206	50.8171	-0.694185853	1.57E-34	2.65E-33	no
Unigene0033921	152	190	7.4647	9.288	0.315283691	0.047109571	0.099128604	no
Unigene0033922	71	495	1.2479	8.6601	2.794881355	4.40E-77	1.53E-75	yes
Unigene0033923	626	786	13.4627	16.8259	0.321715898	6.59E-05	0.000258246	no
Unigene0033924	21	10	1.7118	0.8114	-1.077028945	0.070972425	0.139897362	no
Unigene0033926	33	26	4.7651	3.7371	-0.350587322	0.435671735	0.607702156	no
Unigene0033927	327	215	9.5277	6.2356	-0.611599602	1.54E-06	7.41E-06	no
Unigene0033928	254	146	28.1847	16.1262	-0.805505692	7.76E-08	4.26E-07	no
Unigene0033929	70	53	13.7508	10.3635	-0.408004237	0.150063641	0.260238378	no
Unigene0033930	117	73	15.197	9.4383	-0.687187619	0.001826711	0.005577722	no
Unigene0033931	784	716	35.8131	32.5566	-0.137537363	0.077002715	0.149949431	no
Unigene0033932	15	9	3.2702	1.9531	-0.743613053	0.307748337	0.46089263	no
Unigene0033933	703	328	17.5097	8.132	-1.106472245	6.71E-31	1.04E-29	yes
Unigene0033934	73	24	6.1026	1.9971	-1.611517457	6.80E-07	3.41E-06	yes
Unigene0033935	36	189	2.5625	13.3914	2.385682885	5.40E-26	7.30E-25	yes
Unigene0033936	145	199	13.3019	18.1718	0.450069002	0.004534901	0.012639417	no
Unigene0033937	24	149	2.5907	16.0101	2.627568451	4.56E-23	5.60E-22	yes
Unigene0033938	396	580	12.674	18.4776	0.543905461	1.40E-08	8.15E-08	no
Unigene0033939	70	736	3.4286	35.8838	3.38764117	4.09E-136	2.45E-134	yes
Unigene0033940	3649	2406	135.8723	89.1769	-0.607509413	2.42E-46	5.35E-45	no
Unigene0033941	17	18	2.7157	2.8623	0.075850774	1	1	no
Unigene0033942	32	39	4.6448	5.6348	0.278747928	0.477471238	0.650185262	no
Unigene0033943	219	233	6.351	6.7259	0.082743559	0.608949159	0.765704282	no
Unigene0033944	912	786	22.4935	19.2968	-0.221146538	0.002638735	0.007762349	no
Unigene0033945	17	10	2.7314	1.5993	-0.772200017	0.248108949	0.39084956	no
Unigene0033946	3	1	0.6366	0.2112	-1.591777322	0.625037495	0.778888258	no
Unigene0033947	2	4	0.1975	0.3932	0.993410668	0.687546866	0.832683124	no
Unigene0033948	11	45	0.921	3.7503	2.025732945	5.53E-06	2.51E-05	yes
Unigene0033949	134	261	3.6733	7.1218	0.955165195	3.17E-10	2.11E-09	no
Unigene0033950	12	32	2.1246	5.6394	1.408350427	0.003694317	0.010574368	yes
Unigene0033951	46	33	3.0121	2.1509	-0.485829215	0.177464483	0.300164685	no
Unigene0033952	17	55	2.474	7.9674	1.687263506	8.44E-06	3.73E-05	yes
Unigene0033953	19	14	3.2803	2.406	-0.44719112	0.487212094	0.659823609	no
Unigene0033954	166	179	25.6344	27.5148	0.102126712	0.52187227	0.681287804	no
