GeneID	LOG_count	WT0_count	LOG_rpkm	WT0_rpkm	log2_Ratio(WT0/LOG)	Pvalue	FDR	significant
Unigene0000351	20	20	3.3591	3.3436	-0.006672479	1	1	no
Unigene0000352	260	257	8.9223	8.7788	-0.023391911	0.862132253	0.977224662	no
Unigene0000353	78	516	1.7541	11.5509	2.719202363	6.52E-78	2.28E-76	yes
Unigene0000354	87	49	14.5679	8.1672	-0.834879462	0.001472003	0.004570213	no
Unigene0000355	900	377	31.5867	13.1705	-1.262007104	2.05E-47	4.63E-46	yes
Unigene0000356	40	28	8.5857	5.9824	-0.521211387	0.182552406	0.305379818	no
Unigene0000357	8	75	0.7082	6.6087	3.222137758	1.02E-14	8.88E-14	yes
Unigene0000358	202	199	12.7901	12.5422	-0.028237114	0.921243437	1	no
Unigene0000359	6	12	0.722	1.4373	0.993290477	0.238096895	0.378565074	no
Unigene0000360	0	17	0.001	2.9215	11.51249357	1.54E-05	6.55E-05	yes
Unigene0000361	61	88	2.16	3.1017	0.522027842	0.033472242	0.073771208	no
Unigene0000362	16	13	2.0448	1.6538	-0.306174967	0.711273147	0.85412554	no
Unigene0000363	323	371	10.9557	12.526	0.193244118	0.093019086	0.176743036	no
Unigene0000364	120	56	12.1293	5.6343	-1.106188005	1.76E-06	8.43E-06	yes
Unigene0000365	12400	8428	391.2305	264.6884	-0.563723876	3.90E-86	1.51E-84	no
Unigene0000366	335	220	26.3044	17.1951	-0.613306637	1.09E-06	5.34E-06	no
Unigene0000367	256	142	15.0123	8.2889	-0.856892463	1.27E-08	7.43E-08	no
Unigene0000368	10	11	1.9104	2.0918	0.130870178	1	1	no
Unigene0000369	1492	716	43.0879	20.5825	-1.065864561	3.44E-57	9.14E-56	yes
Unigene0000370	1594	1251	38.6289	30.1773	-0.356216864	8.45E-10	5.44E-09	no
Unigene0000371	572	501	8.7504	7.629	-0.197855004	0.032193725	0.071246199	no
Unigene0000372	1	4	0.2386	0.95	1.99333347	0.375062492	0.540113717	no
Unigene0000373	766	338	19.4803	8.5562	-1.186973785	2.45E-37	4.42E-36	yes
Unigene0000374	514	256	9.415	4.6676	-1.012280163	2.21E-20	2.47E-19	yes
Unigene0000375	283	456	7.4281	11.9139	0.681580612	6.87E-10	4.45E-09	no
Unigene0000376	8	6	1.7861	1.3334	-0.421703224	0.790600623	0.919217325	no
Unigene0000378	33	26	3.64	2.8547	-0.350599309	0.435671735	0.607702156	no
Unigene0000379	4	11	0.8824	2.4155	1.452817157	0.118606691	0.216080529	no
Unigene0000380	266	91	8.8127	3.001	-1.554140775	7.32E-21	8.34E-20	yes
Unigene0000381	191	204	15.1041	16.058	0.088351997	0.54995652	0.708128254	no
Unigene0000382	17	14	2.4421	2.0019	-0.286752368	0.720309826	0.862648741	no
Unigene0000383	17	6	1.6522	0.5805	-1.509020364	0.034791993	0.076310438	no
Unigene0000384	18	2	1.7805	0.1969	-3.176747419	0.000404902	0.001396802	yes
Unigene0000387	25	20	2.434	1.9383	-0.328537287	0.551934132	0.710044137	no
Unigene0000388	237	478	11.7115	23.5121	1.005477533	1.03E-18	1.07E-17	yes
Unigene0000389	81	86	15.01	15.8633	0.079768945	0.758004585	0.892879547	no
Unigene0000390	142	215	29.9021	45.0662	0.591798999	0.000151023	0.000559914	no
Unigene0000391	88	43	5.7487	2.7961	-1.039819786	0.000110175	0.00041785	yes
Unigene0000392	14	9	1.2199	0.7806	-0.644107521	0.405145484	0.573637735	no
Unigene0000393	23	22	0.8879	0.8454	-0.070763089	1	1	no
Unigene0000394	38	20	2.045	1.0714	-0.932603642	0.024953344	0.057299025	no
Unigene0000395	28	53	2.59	4.88	0.91392905	0.007392987	0.019686068	no
Unigene0000396	50	72	3.8606	5.5337	0.51941935	0.057577325	0.117947355	no
Unigene0000397	19	34	3.8691	6.8918	0.832882818	0.053753482	0.111055545	no
Unigene0000398	28	24	3.0402	2.5939	-0.229043373	0.678205556	0.828029617	no
Unigene0000399	78	42	4.7914	2.5681	-0.899745878	0.001342977	0.004195571	no
Unigene0000400	22	18	4.01	3.2658	-0.296165795	0.636167827	0.788657946	no
Unigene0000401	18	15	2.8838	2.3921	-0.269693411	0.72854956	0.868161431	no
Unigene0000402	20	16	2.9571	2.3548	-0.328578499	0.618037957	0.774793598	no
Unigene0000403	70	67	4.1223	3.9275	-0.069838225	0.864863672	0.979186744	no
Unigene0000404	668	565	43.8958	36.9568	-0.248243065	0.004026399	0.01138095	no
Unigene0000405	58	32	5.7373	3.1509	-0.864607989	0.008187233	0.021413478	no
Unigene0000406	99	52	9.605	5.0219	-0.935552313	0.000171763	0.000631012	no
Unigene0000407	65	38	6.4991	3.782	-0.781090583	0.010255496	0.026277023	no
Unigene0000408	5	5	0.7183	0.7149	-0.006845063	1	1	no
Unigene0000409	1	0	0.1782	0.001	-7.477353527	1	1	no
Unigene0000410	14	25	3.2979	5.862	0.829845314	0.108471935	0.201737908	no
Unigene0000411	20	31	4.7719	7.3624	0.625612323	0.161312959	0.277168597	no
Unigene0000412	2	0	0.1776	0.001	-7.472487771	0.500024999	0.660319045	no
Unigene0000416	2	5	0.3223	0.802	1.315198048	0.453207015	0.62434186	no
Unigene0000417	1	0	0.1544	0.001	-7.270528942	1	1	no
Unigene0000418	716	798	44.7742	49.6727	0.149785513	0.056347565	0.115889026	no
Unigene0000419	12	19	1.2929	2.0376	0.656260171	0.281415825	0.430934836	no
Unigene0000420	10	14	1.0569	1.4729	0.478820604	0.541501489	0.700814016	no
Unigene0000421	24	21	3.5204	3.0662	-0.199287559	0.766248816	0.900666728	no
Unigene0000422	305	449	19.159	28.075	0.551263761	4.29E-07	2.20E-06	no
Unigene0000423	144	215	14.4501	21.4756	0.571618962	0.000239887	0.000862028	no
Unigene0000424	41	55	5.1105	6.8241	0.41717434	0.185337875	0.308983271	no
Unigene0000425	102	90	6.3856	5.6085	-0.187207212	0.429563157	0.600400812	no
Unigene0000426	29	23	3.0304	2.3924	-0.341049613	0.489022807	0.660319045	no
Unigene0000427	49	59	4.7047	5.6388	0.261285443	0.387853415	0.552900126	no
Unigene0000428	46	18	5.9749	2.3273	-1.360257374	0.000629585	0.002094924	yes
Unigene0000429	943	992	76.0868	79.6726	0.066437468	0.344556059	0.505308446	no
Unigene0000430	9	30	1.0901	3.6168	1.730253336	0.001076625	0.003425235	yes
Unigene0000431	0	5	0.001	0.7539	9.558229362	0.062531251	0.126174354	no
Unigene0000433	5	10	0.9753	1.9417	0.993402354	0.301941037	0.454088793	no
Unigene0000434	175	613	16.4614	57.397	1.801888294	3.27E-55	8.41E-54	yes
Unigene0000435	76	100	11.7037	15.3288	0.389280067	0.084030623	0.16178426	no
Unigene0000436	108	33	7.5808	2.3057	-1.717145291	1.94E-10	1.31E-09	yes
Unigene0000437	69	27	4.1246	1.6066	-1.360243433	2.25E-05	9.38E-05	yes
Unigene0000438	10	7	0.9892	0.6893	-0.521130224	0.629207129	0.781563131	no
Unigene0000439	38	17	3.2651	1.454	-1.167099909	0.006527998	0.017605403	yes
Unigene0000440	14	29	2.059	4.2454	1.04395666	0.031720537	0.070282442	no
Unigene0000441	23	22	2.036	1.9386	-0.070722405	1	1	no
Unigene0000442	90	71	9.7152	7.629	-0.348749733	0.157461318	0.271276923	no
Unigene0000443	2	6	0.2055	0.6137	1.57839519	0.28916092	0.43835434	no
Unigene0000444	6	5	0.6477	0.5373	-0.269597906	1	1	no
Unigene0000447	17	11	1.814	1.1683	-0.634763674	0.345268194	0.505879087	no
Unigene0000448	0	1	0.001	0.1397	7.126188211	1	1	no
Unigene0000450	29	44	2.0052	3.0284	0.594809634	0.101263719	0.189865231	no
Unigene0000451	16	28	3.0885	5.38	0.800699842	0.096506496	0.182070442	no
Unigene0000452	0	5	0.001	0.378	8.562242424	0.062531251	0.126174354	no
Unigene0000453	2806	11844	104.343	438.403	2.070923852	0	0	yes
Unigene0000454	9	63	0.8509	5.929	2.800727299	4.49E-11	3.17E-10	yes
Unigene0000455	25	8	3.6963	1.1774	-1.650477321	0.004583775	0.012745693	yes
Unigene0000456	83	52	10.1188	6.3104	-0.681234847	0.00980798	0.025207917	no
Unigene0000457	9	20	1.1502	2.5442	1.145327343	0.061614922	0.125254988	no
Unigene0000458	20	44	1.5464	3.3864	1.130838851	0.003744009	0.010694711	yes
Unigene0000460	1	0	0.1557	0.001	-7.282625134	1	1	no
Unigene0000461	73	60	5.3398	4.3687	-0.289581669	0.299673925	0.452103342	no
Unigene0000462	51	91	6.1236	10.8762	0.828722633	0.00103631	0.003304764	no
Unigene0000463	9	21	0.913	2.1206	1.215785752	0.042927905	0.091231703	no
Unigene0000465	12	59	0.836	4.0913	2.290984481	1.42E-08	8.31E-08	yes
Unigene0000466	17	45	1.7765	4.6808	1.397717435	0.000506901	0.001717349	yes
Unigene0000467	12	21	1.8792	3.2735	0.80071536	0.163102482	0.279666503	no
Unigene0000468	4	15	0.6464	2.413	1.900328812	0.019266293	0.045748097	yes
Unigene0000469	22	52	1.2429	2.9243	1.234381097	0.000657485	0.002182587	yes
Unigene0000470	38	41	3.6235	3.8916	0.102979535	0.822490059	0.945240252	no
Unigene0000471	38	23	4.9941	3.0089	-0.73098855	0.072610567	0.142881217	no
Unigene0000472	75	59	10.3204	8.0814	-0.35282174	0.196349478	0.324261965	no
Unigene0000473	270	238	16.4223	14.4094	-0.188645932	0.148131651	0.257561054	no
Unigene0000474	16	19	1.4949	1.7671	0.241334704	0.736103024	0.875457015	no
Unigene0000477	38	12	5.5302	1.7383	-1.669654569	0.000311016	0.001096201	yes
Unigene0000480	1	0	0.1519	0.001	-7.24697806	1	1	no
Unigene0000481	24	18	3.1468	2.3492	-0.421715946	0.441280993	0.614104154	no
Unigene0000482	43	36	3.3908	2.8257	-0.263017387	0.500744283	0.66104594	no
Unigene0000483	39	58	4.4247	6.5501	0.56593729	0.067712988	0.134570112	no
Unigene0000484	80	22	6.9928	1.9142	-1.86912867	6.98E-09	4.19E-08	yes
Unigene0000485	50	16	4.3229	1.377	-1.650470904	3.42E-05	0.000139721	yes
Unigene0000487	54	33	3.8936	2.3685	-0.717131008	0.031785695	0.070382995	no
Unigene0000488	10	9	0.8487	0.7604	-0.158496145	1	1	no
Unigene0000489	13	60	1.3334	6.1259	2.199812184	2.44E-08	1.40E-07	yes
Unigene0000490	834	768	43.1697	39.5707	-0.12558648	0.09712686	0.183143751	no
Unigene0000491	30	13	5.9777	2.5784	-1.213114401	0.013818144	0.034052631	yes
Unigene0000492	12	17	1.0473	1.4768	0.495799695	0.458586689	0.628381893	no
Unigene0000495	1116	1267	64.4251	72.8059	0.176432496	0.005099089	0.014066687	no
Unigene0000496	2	0	0.2396	0.001	-7.904484098	0.500024999	0.660319045	no
Unigene0000497	6	35	0.2976	1.7277	2.537406296	4.97E-06	2.26E-05	yes
Unigene0000498	112	102	8.6839	7.8722	-0.141576239	0.540664701	0.700814016	no
Unigene0000499	16	16	3.5866	3.5701	-0.006652371	1	1	no
Unigene0000500	751	948	46.7526	58.7453	0.329426833	7.57E-06	3.37E-05	no
Unigene0000501	102	174	7.1869	12.2036	0.763865281	1.98E-05	8.31E-05	no
Unigene0000502	20	11	2.5155	1.3772	-0.869107104	0.149928103	0.260077818	no
Unigene0000504	1	143	0.1263	17.9846	7.153763623	2.14E-41	4.25E-40	yes
Unigene0000505	75	78	4.2632	4.4134	0.049953771	0.872102941	0.985615791	no
Unigene0000506	143	328	14.7217	33.6122	1.191040696	2.76E-17	2.70E-16	yes
Unigene0000507	139	196	14.8603	20.8578	0.489123755	0.002359753	0.007011208	no
Unigene0000508	53	59	6.7116	7.4371	0.148083435	0.637742235	0.790434539	no
Unigene0000509	52	28	4.3082	2.3091	-0.899754573	0.009827331	0.025249365	no
Unigene0000510	2	21	0.2759	2.8836	3.385653692	6.66E-05	0.000260554	yes
Unigene0000511	40	29	4.1256	2.9773	-0.470599352	0.229202842	0.36763163	no
Unigene0000512	725	527	43.7144	31.6298	-0.466824164	3.95E-08	2.22E-07	no
Unigene0000514	16	15	1.9295	1.8006	-0.099749319	1	1	no
Unigene0000515	2	4	0.452	0.8998	0.993281594	0.687546866	0.832683124	no
Unigene0000517	46	16	5.1977	1.7996	-1.530197095	0.000180313	0.000660192	yes
Unigene0000518	4	38	0.7173	6.7833	3.241338763	5.81E-08	3.23E-07	yes
Unigene0000519	26	13	2.3351	1.1622	-1.006625974	0.053482478	0.110618232	no
Unigene0000522	12	8	1.7418	1.1559	-0.591562386	0.503660778	0.66339736	no
Unigene0000523	89	58	3.1983	2.0747	-0.624402531	0.013412696	0.033168296	no
Unigene0000524	88	59	7.79	5.1989	-0.583416923	0.021070823	0.049575949	no
Unigene0000525	361	363	14.3863	14.3995	0.001323123	1	1	no
Unigene0000526	6	7	1.1622	1.3497	0.215780413	1	1	no
Unigene0000527	12	12	1.7062	1.6983	-0.006695439	1	1	no
Unigene0000529	33	19	3.2242	1.8478	-0.803132626	0.070757978	0.139599054	no
Unigene0000530	70	42	7.783	4.6483	-0.743623174	0.010623784	0.027147821	no
Unigene0000531	40	20	3.3389	1.6618	-1.006626123	0.01362777	0.033623696	yes
Unigene0000532	44	61	5.4845	7.5685	0.464647299	0.118963444	0.216690136	no
Unigene0000533	31	28	3.4399	3.0927	-0.15349973	0.795140493	0.92320716	no
Unigene0000534	11	9	2.1608	1.7598	-0.296154068	0.823890983	0.945240252	no
Unigene0000535	2	27	0.1978	2.6585	3.748498135	1.65E-06	7.92E-06	yes
Unigene0000536	66	30	4.8598	2.1988	-1.144180558	0.000315728	0.001110806	yes
Unigene0000537	8	12	0.6718	1.0031	0.578361736	0.503660778	0.66339736	no
Unigene0000538	4	21	0.3894	2.0352	2.385845787	0.000916869	0.002969092	yes
Unigene0000540	15	11	1.1947	0.8721	-0.454082913	0.557455914	0.715501966	no
Unigene0000541	233	133	19.7455	11.2193	-0.815541235	2.48E-07	1.30E-06	no
Unigene0000542	183	126	6.6061	4.5276	-0.545052303	0.00152753	0.004722388	no
Unigene0000543	97	49	3.9505	1.9865	-0.991806468	9.29E-05	0.00035636	no
Unigene0000545	0	1	0.001	0.1185	6.888743249	1	1	no
Unigene0000546	35	53	5.5277	8.332	0.59198352	0.069957465	0.138580484	no
Unigene0000548	32	18	1.6975	0.9504	-0.836804833	0.065242253	0.130574168	no
Unigene0000549	198	180	12.1628	11.0063	-0.144145832	0.386387175	0.552900126	no
Unigene0000550	54	68	11.9127	14.9322	0.325926302	0.240519229	0.382165923	no
Unigene0000551	56	86	6.3795	9.752	0.61225477	0.015008345	0.036708423	no
Unigene0000552	8	184	1.0415	23.8455	4.516982289	2.82E-44	5.97E-43	yes
Unigene0000553	46	60	3.5517	4.6114	0.376695085	0.207699443	0.340606554	no
Unigene0000554	43	45	3.0259	3.1521	0.058948995	0.915372486	1	no
Unigene0000555	1	5	0.1275	0.6346	2.315350274	0.218820305	0.35400966	no
Unigene0000556	5	19	0.5235	1.98	1.919238988	0.006642077	0.01788227	yes
Unigene0000557	16	15	2.2237	2.0751	-0.099781305	1	1	no
Unigene0000558	43	20	2.1751	1.007	-1.111018047	0.005221826	0.01436984	yes
Unigene0000559	20	22	1.0117	1.1077	0.130785657	0.877742635	0.990302928	no
Unigene0000560	4	12	0.4741	1.4159	1.578456078	0.076929385	0.14982899	no
Unigene0000561	0	2	0.001	0.2809	8.133912814	0.500024999	0.660319045	no
Unigene0000564	2	12	0.258	1.5407	2.578143002	0.012969461	0.032163638	yes
Unigene0000565	24	41	2.2652	3.852	0.765969268	0.046707027	0.098344995	no
Unigene0000567	2	0	0.4028	0.001	-8.653919873	0.500024999	0.660319045	no
Unigene0000568	4	1	0.532	0.1324	-2.006523124	0.375062492	0.540113717	no
Unigene0000569	34	25	3.0885	2.2605	-0.450264413	0.298308677	0.450269219	no
Unigene0000571	44	58	5.0748	6.6588	0.391911243	0.198931946	0.328189245	no
Unigene0000572	30	47	2.7796	4.3347	0.641054864	0.068076003	0.135126931	no
Unigene0000573	4	2	0.5658	0.2816	-1.006644843	0.687546866	0.832683124	no
Unigene0000574	36	34	2.0298	1.9082	-0.089125194	0.90514039	1	no
Unigene0000575	0	4	0.001	0.4145	8.695228291	0.125037499	0.223164129	no
Unigene0000577	3	7	0.6366	1.4785	1.215675181	0.343873016	0.504449375	no
Unigene0000578	2	1	0.4395	0.2187	-1.006909945	1	1	no
Unigene0000579	53	80	6.3092	9.4796	0.5873691	0.024266986	0.055903985	no
Unigene0000580	34	19	6.3856	3.552	-0.846190602	0.053753482	0.111055545	no
Unigene0000581	0	3	0.001	0.4089	8.675604253	0.250037498	0.39084956	no
Unigene0000582	67	6	9.8537	0.8784	-3.487715589	4.33E-14	3.66E-13	yes
Unigene0000583	230	68	33.7369	9.9286	-1.764665207	1.88E-21	2.18E-20	yes
Unigene0000584	116	128	9.4005	10.3253	0.135374301	0.48403988	0.656647845	no
Unigene0000585	21	27	2.9858	3.8212	0.355908238	0.471413339	0.643704787	no
Unigene0000586	108	70	8.3621	5.395	-0.632242337	0.005608099	0.01533045	no
Unigene0000587	2	2	0.4058	0.4039	-0.006770719	1	1	no
Unigene0000588	106	134	5.1556	6.4875	0.331522298	0.082968722	0.159943409	no
Unigene0000589	20	31	2.4653	3.8037	0.625640247	0.161312959	0.277168597	no
Unigene0000590	51	72	2.4212	3.4025	0.490872906	0.071767862	0.141386985	no
Unigene0000591	8	15	1.5771	2.9435	0.900258487	0.210302535	0.343179166	no
Unigene0000592	6	12	0.8175	1.6276	0.99345555	0.238096895	0.378565074	no
Unigene0000593	15	18	1.7373	2.0751	0.25633396	0.72854956	0.868161431	no
Unigene0000594	40	50	3.2944	4.099	0.315256255	0.343918743	0.504449375	no
Unigene0000595	61	52	14.5543	12.3499	-0.236946094	0.453129413	0.62434186	no
Unigene0000597	2	0	0.2673	0.001	-8.062316027	0.500024999	0.660319045	no
Unigene0000598	7	6	0.9135	0.7794	-0.229040797	1	1	no
Unigene0000599	112	93	9.6683	7.9912	-0.274850078	0.210908476	0.344080588	no
Unigene0000600	27	37	3.256	4.4414	0.447913809	0.2611986	0.406204028	no
Unigene0000601	2	2	0.2635	0.2623	-0.006585154	1	1	no
Unigene0000603	82	108	4.2723	5.6011	0.39069723	0.070767603	0.139599054	no
Unigene0000604	80	75	8.7033	8.1219	-0.099745262	0.7490506	0.888605697	no
Unigene0000605	96	54	4.0647	2.2759	-0.836711707	0.000794451	0.002604768	no
Unigene0000606	38	22	4.4381	2.5576	-0.795151526	0.052243987	0.108607462	no
Unigene0000607	10	10	2.2599	2.2495	-0.006654568	1	1	no
Unigene0000608	41	34	2.5842	2.1332	-0.276698496	0.489498904	0.660319045	no
Unigene0000609	8	4	1.8153	0.9035	-1.006611484	0.387840285	0.552900126	no
Unigene0000610	21	20	3.225	3.0573	-0.077041036	1	1	no
Unigene0000611	25	19	2.6075	1.9726	-0.402568814	0.451880688	0.62434186	no
Unigene0000612	14	36	1.4881	3.8091	1.355978685	0.002633773	0.007748917	yes
Unigene0000613	20	18	1.6279	1.4584	-0.158625613	0.871536665	0.985117994	no
Unigene0000614	11	9	0.8927	0.7271	-0.29602163	0.823890983	0.945240252	no
Unigene0000615	51	71	2.4762	3.4314	0.470669467	0.085930217	0.165181614	no
Unigene0000616	19	11	3.2203	1.8558	-0.795153855	0.200826576	0.330387481	no
Unigene0000617	30	20	7.037	4.6698	-0.59159975	0.203203369	0.333834716	no
Unigene0000618	16	9	2.7285	1.5277	-0.83674678	0.229815055	0.36781007	no
Unigene0000619	36	24	3.005	1.9941	-0.591627231	0.15562061	0.26831825	no
Unigene0000620	207	192	18.1223	16.7318	-0.115173409	0.487738904	0.660319045	no
Unigene0000621	74	38	8.7715	4.4836	-0.968166001	0.00088935	0.002887143	no
Unigene0000622	60	101	5.2281	8.7603	0.74469354	0.001606135	0.004942372	no
Unigene0000623	0	2	0.001	0.2733	8.09434165	0.500024999	0.660319045	no
Unigene0000624	58	43	7.4985	5.5337	-0.438357595	0.164340779	0.281580125	no
Unigene0000625	19	29	3.4073	5.1767	0.603403737	0.193947352	0.320714343	no
Unigene0000627	9	20	1.06	2.3448	1.145400608	0.061614922	0.125254988	no
Unigene0000628	72	115	5.7181	9.0911	0.668919017	0.002148616	0.006444532	no
Unigene0000629	16	7	3.7217	1.6208	-1.199255688	0.093326679	0.177001056	no
Unigene0000630	4	9	0.2922	0.6544	1.16321657	0.267002764	0.411535972	no
Unigene0000631	8	2	0.5665	0.141	-2.006380793	0.109462886	0.202417413	no
Unigene0000632	2	1	0.3929	0.1955	-1.00699356	1	1	no
Unigene0000633	8	9	1.1828	1.3246	0.163350615	1	1	no
Unigene0000634	4	1	0.6521	0.1623	-2.00643022	0.375062492	0.540113717	no
Unigene0000635	139	153	8.0577	8.8285	0.131800246	0.450142458	0.62434186	no
Unigene0000636	0	2	0.001	0.3953	8.626804145	0.500024999	0.660319045	no
Unigene0000637	18	27	1.5093	2.2535	0.578287855	0.23321943	0.372456614	no
Unigene0000638	1	0	0.0945	0.001	-6.562242424	1	1	no
Unigene0000639	5	3	0.4776	0.2852	-0.743828855	0.726617172	0.866676484	no
Unigene0000640	80	30	5.1534	1.9237	-1.421640748	2.15E-06	1.02E-05	yes
Unigene0000641	66	60	6.8454	6.1945	-0.144147008	0.657189559	0.809285957	no
Unigene0000643	78	108	7.1437	9.8458	0.462836938	0.034010213	0.074830495	no
Unigene0000644	3	16	0.3106	1.6488	2.408286675	0.004442811	0.012394221	yes
Unigene0000645	4	17	0.4326	1.8302	2.080895741	0.007226519	0.019291249	yes
Unigene0000646	19	17	2.621	2.3343	-0.167127368	0.868058098	0.981979906	no
Unigene0000647	16	23	1.8805	2.6908	0.516918857	0.337256477	0.497435516	no
Unigene0000649	26	30	2.3313	2.6776	0.199805789	0.689294014	0.834205562	no
Unigene0000650	12	7	1.6351	0.9494	-0.784290916	0.35951399	0.523046962	no
Unigene0000651	98	69	10.1454	7.1104	-0.51282312	0.030637238	0.06876955	no
Unigene0000652	32	28	3.6908	3.2146	-0.199294331	0.699314333	0.843646364	no
Unigene0000653	39	31	6.0731	4.8052	-0.337836645	0.403787144	0.572798669	no
Unigene0000654	23	10	2.4732	1.0703	-1.208363677	0.035230821	0.076962497	no
Unigene0000655	24	35	2.3868	3.4648	0.537694396	0.193182514	0.319719674	no
Unigene0000656	0	1	0.001	0.1504	7.232660757	1	1	no
Unigene0000657	1	0	0.1511	0.001	-7.23935985	1	1	no
Unigene0000658	31	12	4.6203	1.7803	-1.375866159	0.005450344	0.014940934	yes
Unigene0000659	61	42	6.0341	4.1355	-0.545076838	0.076370983	0.149231402	no
Unigene0000660	171	741	8.9178	38.466	2.108824065	3.35E-81	1.23E-79	yes
Unigene0000661	57	53	5.5014	5.0918	-0.11162305	0.775604411	0.907628594	no
Unigene0000662	21	10	3.4745	1.6469	-1.077052424	0.070972425	0.139897362	no
Unigene0000663	249	176	20.9418	14.7342	-0.50721672	0.000451653	0.001549479	no
Unigene0000664	28	37	3.5377	4.6533	0.39544249	0.321871289	0.479384595	no
Unigene0000665	278	243	35.1244	30.5612	-0.200772389	0.119372664	0.217308695	no
Unigene0000666	2	1	0.4149	0.2065	-1.006621876	1	1	no
Unigene0000667	1	1	0.2082	0.2073	-0.006249952	1	1	no
Unigene0000668	23	13	2.6638	1.4987	-0.829774145	0.132846084	0.23566185	no
Unigene0000669	13	24	2.0301	3.7306	0.877856886	0.099182755	0.186248934	no
Unigene0000670	1	11	0.1607	1.7593	3.452559681	0.006362167	0.01719133	yes
Unigene0000671	8	15	1.0224	1.9082	0.900252648	0.210302535	0.343179166	no
Unigene0000672	7	9	0.8967	1.1475	0.355796851	0.803697892	0.929257144	no
Unigene0000673	25	17	3.7664	2.5494	-0.563028476	0.280462413	0.429996237	no
Unigene0000674	26	29	3.6967	4.1043	0.150898219	0.787992214	0.919217325	no
Unigene0000675	66	144	6.5171	14.1537	1.118877208	8.97E-08	4.90E-07	yes
Unigene0000676	0	1	0.001	0.2213	7.789859641	1	1	no
Unigene0000677	0	2	0.001	0.429	8.744833837	0.500024999	0.660319045	no
