id	R0_count	R3_count	R0_fpkm	R3_fpkm	log2FC	Pvalue	FDR	significant
OS08T0450700-01	374	218	7.99	5.02	-0.670508139	4.61E-08	2.62E-07	no
OS08T0450800-01	493	424	6.33	5.87	-0.108844996	0.258114962	0.395673385	no
OS08T0450800-02	274	223	4.96	4.36	-0.186011986	0.143193976	0.246866602	no
OS08T0450900-00	3	0	0.29	0.001	-8.17990909	0.250037498	0.384983395	no
OS08T0451000-01	282	271	3.79	3.93	0.052331464	0.737218359	0.872821333	no
OS08T0451200-01	1051	1355	54.3	76.02	0.485426827	4.71E-14	4.22E-13	no
OS08T0451201-00	1	0	0.06	0.001	-5.906890596	1	1	no
OS08T0451400-01	258	204	3.25	2.77	-0.230553742	0.097269073	0.180333412	no
OS08T0451400-02	105	101	2.51	2.61	0.056362443	0.835331289	0.956944945	no
OS08T0451400-03	145	104	2.58	2	-0.367371066	0.050192123	0.103296112	no
OS08T0451500-01	3	5	0.05	0.09	0.847996907	0.726617172	0.863273111	no
OS08T0451700-01	80	135	1.09	1.97	0.853867495	3.25E-05	0.00013149	no
OS08T0451700-02	104	157	1.02	1.66	0.702614089	0.000169655	0.000613447	no
OS08T0451700-03	95	179	0.86	1.75	1.024946357	1.98E-08	1.17E-07	up
OS08T0452100-00	111	178	1.53	2.64	0.787006277	6.32E-06	2.82E-05	no
OS08T0452500-01	58	62	2.93	3.4	0.214634082	0.524235721	0.676699672	no
OS08T0452500-02	55	36	3	2.13	-0.49410907	0.114154703	0.206705738	no
OS08T0452900-01	120	95	2.56	2.19	-0.22521294	0.277723809	0.420245104	no
OS08T0453200-01	791	543	47.37	35.36	-0.421855397	1.20E-07	6.52E-07	no
OS08T0453200-02	218	159	52.72	43.31	-0.283650198	0.021365429	0.049188919	no
OS08T0453700-00	234	165	2.77	2.1	-0.399496648	0.008438123	0.021645936	no
OS08T0453716-00	6	4	0.12	0.09	-0.415037499	0.753967752	0.886551381	no
OS08T0453800-00	20	14	0.47	0.35	-0.425305835	0.607898898	0.761000787	no
OS08T0454500-00	0	4	0.001	0.17	7.409390936	0.125037499	0.219498867	no
OS08T0454600-01	39	23	1.79	1.14	-0.650925763	0.098473742	0.182313651	no
OS08T0455600-01	1	0	0.03	0.001	-4.906890596	1	1	no
OS08T0455700-01	19	7	4.91	2.04	-1.267153872	0.043414226	0.090901172	no
OS08T0455800-01	273	204	12.35	10.01	-0.303069068	0.020772365	0.048007627	no
OS08T0455800-02	221	166	11.11	9.06	-0.294275861	0.038591505	0.082383629	no
OS08T0456000-00	6	13	0.18	0.41	1.187627003	0.167270257	0.281638006	no
OS08T0456200-00	1	0	0.02	0.001	-4.321928095	1	1	no
OS08T0456600-01	0	5	0.001	0.39	8.607330314	0.062531251	0.123993256	no
OS08T0457000-01	4	7	0.05	0.1	1	0.548940879	0.701998407	no
OS08T0457100-01	6	0	0.68	0.001	-9.409390936	0.03127344	0.06839749	no
OS08T0457300-00	17	14	1.48	1.33	-0.15417093	1	1	no
OS08T0457400-01	331	25	6.93	0.56	-3.62935662	1.47E-63	5.53E-62	down
OS08T0457600-01	1281	902	16.6	12.59	-0.398904959	8.83E-10	5.89E-09	no
OS08T0457600-02	844	688	12.42	10.91	-0.187014072	0.01367492	0.033219788	no
OS08T0457901-00	0	1	0.001	0.21	7.714245518	1	1	no
OS08T0458200-01	146	126	6.36	5.95	-0.096137097	0.587880231	0.741853704	no
OS08T0458600-01	2	0	0.03	0.001	-4.906890596	0.500024999	0.653216704	no
OS08T0459100-01	34	43	0.4	0.55	0.459431619	0.255218861	0.391892494	no
OS08T0459300-01	413	249	15.44	10.08	-0.615177114	7.19E-08	4.00E-07	no
OS08T0459300-02	379	268	14.84	11.37	-0.384258838	0.000845061	0.002711066	no
OS08T0459333-00	2	0	0.08	0.001	-6.321928095	0.500024999	0.653216704	no
OS08T0459600-01	1465	756	37.37	20.83	-0.843217724	2.03E-37	4.39E-36	no
OS08T0459700-00	117	173	5.72	9.17	0.680906587	0.00011478	0.00042674	no
OS08T0460000-01	21623	12606	1056.35	668.31	-0.660498555	7.23E-150	7.94E-148	no
OS08T0460600-01	364	246	8.34	6.08	-0.45597606	0.000142972	0.000523389	no
OS08T0460700-01	120	92	1.69	1.39	-0.281938364	0.194143465	0.318330582	no
OS08T0460800-01	47	27	0.94	0.58	-0.696607857	0.060837432	0.122056877	no
OS08T0460900-00	9	8	0.3	0.29	-0.0489096	1	1	no
OS08T0461000-01	55	61	1.2	1.44	0.263034406	0.40483136	0.566204961	no
OS08T0461100-01	4	1	0.04	0.01	-2	0.375062492	0.533094757	no
OS08T0461300-01	31	14	0.45	0.22	-1.032421478	0.035903799	0.077193667	no
OS08T0461400-01	84	89	1.88	2.15	0.193603998	0.449135285	0.615648028	no
OS08T0461700-01	21	16	0.54	0.44	-0.295455884	0.743060506	0.877920994	no
OS08T0461800-01	62	66	0.78	0.89	0.190331212	0.53757025	0.691672166	no
OS08T0461800-02	22	32	0.67	1.05	0.648156327	0.134198231	0.233222964	no
OS08T0462000-01	2	4	0.01	0.03	1.584962501	0.687546866	0.829234845	no
OS08T0462300-01	12	34	0.31	0.95	1.615659298	0.000543253	0.001800179	up
OS08T0462700-01	28	24	0.63	0.58	-0.119298928	0.890026841	1	no
OS08T0462900-01	37	28	1.35	1.11	-0.282399731	0.457753397	0.622263854	no
OS08T0463100-01	5	5	0.48	0.53	0.142957954	1	1	no
OS08T0463500-01	191	213	6.48	7.82	0.271174794	0.0845778	0.160252495	no
OS08T0463900-01	548	511	34.63	35.14	0.021091804	1	1	no
OS08T0464000-01	192	473	5.29	14.09	1.413331984	8.69E-32	1.59E-30	up
OS08T0464000-02	183	449	5.86	15.55	1.407942011	2.48E-30	4.35E-29	up
OS08T0464400-01	245	171	8.86	6.69	-0.405300488	0.004770405	0.013041417	no
OS08T0464950-01	2	1	0.06	0.03	-1	1	1	no
OS08T0465000-00	34	8	2.86	0.73	-1.970046778	0.000113952	0.000424125	down
OS08T0465300-01	429	126	11.83	3.75	-1.657487573	4.54E-34	8.93E-33	down
OS08T0465400-01	30	24	0.83	0.72	-0.20511443	0.683894904	0.82858077	no
OS08T0465700-01	1101	1483	25.48	37.05	0.540108265	1.04E-18	1.19E-17	no
OS08T0465800-01	1457	710	28.16	14.8	-0.928050158	1.71E-43	4.29E-42	no
OS08T0465800-02	1117	597	25.15	14.51	-0.793510881	1.04E-26	1.64E-25	no
OS08T0466050-01	9	6	0.11	0.08	-0.459431619	0.607376167	0.760828361	no
OS08T0466200-01	0	5	0.001	0.08	6.321928095	0.062531251	0.123993256	no
OS08T0467100-01	90	49	1.47	0.87	-0.756728849	0.002847732	0.008210144	no
OS08T0467100-02	91	50	1.64	0.97	-0.757639162	0.003059124	0.008759618	no
OS08T0467300-01	95	52	2.41	1.43	-0.753017999	0.00216905	0.006399742	no
OS08T0467400-01	140	165	2.02	2.57	0.347413066	0.046885774	0.097400261	no
OS08T0467400-02	139	144	2.69	3.01	0.162157314	0.408630034	0.570328818	no
OS08T0467400-03	141	155	3.06	3.63	0.246437895	0.184391086	0.304868727	no
OS08T0467500-01	0	5	0.001	0.46	8.845490051	0.062531251	0.123993256	no
OS08T0467500-02	0	6	0.001	0.37	8.531381461	0.03127344	0.06839749	no
OS08T0467600-00	314	198	6.45	4.39	-0.555078221	2.10E-05	8.74E-05	no
OS08T0468100-01	2508	1751	28.81	21.66	-0.411536418	2.86E-17	3.07E-16	no
OS08T0468100-02	1127	729	17.79	12.4	-0.52072639	1.49E-13	1.29E-12	no
OS08T0468100-03	649	461	12.59	9.65	-0.383677436	1.64E-05	6.90E-05	no
OS08T0468200-01	8	16	0.17	0.37	1.121990524	0.107971304	0.197393169	no
OS08T0468400-01	3	18	0.06	0.4	2.736965594	0.000860688	0.002755795	up
OS08T0468700-00	998	798	11.86	10.22	-0.214708814	0.002239013	0.006590996	no
OS08T0468801-01	6	16	0.13	0.37	1.509013647	0.052606898	0.107523919	no
OS08T0468901-00	2	1	0.06	0.03	-1	1	1	no
OS08T0469000-00	12	7	0.37	0.23	-0.68589141	0.35951399	0.517844044	no
OS08T0469050-00	26	14	0.8	0.47	-0.767339243	0.154271327	0.262443858	no
OS08T0469100-01	40	47	1.28	1.62	0.339850003	0.284653957	0.428870792	no
OS08T0469500-01	12	12	0.32	0.35	0.129283017	1	1	no
OS08T0469600-01	132	240	12.1	24.08	0.992828345	3.98E-10	2.73E-09	no
OS08T0469700-01	512	425	14.93	13.4	-0.155981165	0.096420855	0.179031308	no
OS08T0470000-01	5	8	0.19	0.32	0.752072487	0.581180318	0.735139783	no
OS08T0470200-01	138	71	5.82	3.25	-0.840579435	4.19E-05	0.000166962	no
OS08T0470200-02	348	156	13.28	6.45	-1.041884081	1.14E-14	1.07E-13	down
OS08T0470700-00	4	9	0.21	0.52	1.308122295	0.267002764	0.406342824	no
OS08T0471000-00	3	5	0.1	0.18	0.847996907	0.726617172	0.863273111	no
OS08T0471150-00	0	1	0.001	0.07	6.129283017	1	1	no
OS08T0471300-01	0	6	0.001	0.06	5.906890596	0.03127344	0.06839749	no
OS08T0471800-01	292	38	4.99	0.7	-2.833612988	3.03E-45	7.95E-44	down
OS08T0471900-01	790	805	16.16	17.77	0.137016483	0.082709502	0.15693827	no
OS08T0471950-00	68	23	3.84	1.41	-1.445411148	1.14E-05	4.91E-05	down
OS08T0472000-01	17	7	2.03	0.92	-1.141773961	0.093326679	0.17409601	no
OS08T0472400-00	140	74	2.48	1.41	-0.814644958	6.98E-05	0.000268716	no
OS08T0472600-01	1202	922	21.73	17.98	-0.273295154	2.71E-05	0.000111001	no
OS08T0472800-01	299	425	5.12	7.84	0.614709844	3.29E-08	1.90E-07	no
OS08T0473600-01	3	0	0.07	0.001	-6.129283017	0.250037498	0.384983395	no
OS08T0473900-01	30	16	0.66	0.38	-0.796466606	0.104201867	0.191497275	no
OS08T0473900-02	41	13	0.92	0.32	-1.523561956	0.000544496	0.001803665	down
OS08T0473900-03	36	12	0.8	0.29	-1.4639471	0.00211339	0.006249127	down
OS08T0474000-01	686	46	39.58	2.89	-3.775630215	4.76E-133	4.40E-131	down
OS08T0474400-00	25	12	0.6	0.31	-0.952694285	0.099182755	0.183225788	no
OS08T0474500-01	830	530	36.95	25.59	-0.529994217	4.33E-11	3.20E-10	no
OS08T0474600-01	50	62	1.15	1.53	0.411897792	0.157223524	0.266853511	no
OS08T0474700-01	429	392	5.69	5.6	-0.023001825	0.81066869	0.935776999	no
OS08T0474800-01	1	0	0.04	0.001	-5.321928095	1	1	no
OS08T0474866-00	40	78	1.54	3.25	1.077509367	0.000144518	0.000528436	up
OS08T0475000-00	56	72	1.89	2.63	0.476676565	0.093733031	0.174682276	no
OS08T0475100-01	373	280	12.77	10.37	-0.300342631	0.008667482	0.022199482	no
OS08T0475400-02	1041	723	29.66	22.26	-0.414065005	6.80E-09	4.19E-08	no
OS08T0476000-01	82	26	2.12	0.73	-1.538095896	3.09E-07	1.61E-06	down
OS08T0476050-01	19	9	0.71	0.37	-0.940293754	0.122329491	0.21886776	no
OS08T0476100-01	159	97	4.37	2.88	-0.601564468	0.00116944	0.003639939	no
OS08T0476300-01	351	159	10.59	5.19	-1.028896146	1.68E-14	1.55E-13	down
OS08T0476300-02	244	110	7.21	3.51	-1.038528229	1.42E-10	1.01E-09	down
OS08T0476400-01	324	305	13.43	13.7	0.028716588	0.937423148	1	no
OS08T0476600-00	23	25	1.51	1.78	0.237328692	0.665844622	0.811312642	no
OS08T0476650-00	1	0	0.07	0.001	-6.129283017	1	1	no
OS08T0476700-01	126	175	25.81	40.12	0.636391465	0.000725433	0.002351942	no
OS08T0476900-01	18	12	0.44	0.31	-0.505235308	0.458586689	0.622968095	no
OS08T0477100-01	4	13	0.09	0.32	1.830074999	0.049136186	0.101334036	no
OS08T0477500-01	14	2	0.28	0.04	-2.807354922	0.00419502	0.011622503	down
OS08T0477600-01	48	24	1.89	1.02	-0.889817082	0.01718923	0.040572709	no
OS08T0477800-01	493	349	10.39	7.94	-0.387984742	0.000130712	0.000481443	no
OS08T0477900-00	0	8	0.001	0.64	9.321928095	0.007823441	0.020244312	up
OS08T0478000-01	274	229	18.86	17.17	-0.135439637	0.252194398	0.387888838	no
OS08T0478000-02	48	44	4.05	4.06	0.003557819	1	1	no
OS08T0478100-01	108	68	3.98	2.71	-0.554475579	0.015773064	0.037640283	no
OS08T0478200-01	1871	1712	93.47	92.83	-0.009912275	0.654167295	0.800787214	no
OS08T0478466-01	152	149	4.69	4.97	0.083657929	0.731467548	0.86750493	no
OS08T0478500-01	708	255	7.91	3.07	-1.365439039	3.05E-41	7.26E-40	down
OS08T0478700-01	2821	1303	285.43	144.59	-0.981169199	7.85E-90	4.54E-88	no
OS08T0478800-01	277	239	5.08	4.73	-0.102988313	0.433566152	0.597761956	no
OS08T0479300-01	69	62	1.41	1.37	-0.041519269	0.861817309	0.979068556	no
OS08T0479400-01	9	42	0.18	0.92	2.353636955	7.08E-07	3.56E-06	up
OS08T0480000-01	237	73	4.35	1.45	-1.584962501	1.33E-18	1.51E-17	down
OS08T0480050-00	3	1	0.08	0.03	-1.415037499	0.625037495	0.773845008	no
OS08T0480100-01	8148	3426	130.4	59.11	-1.141469744	1.56E-243	3.39E-241	down
OS08T0480100-02	5531	2409	98.08	46.07	-1.090131381	3.24E-173	4.49E-171	down
OS08T0480200-01	227	275	6.43	8.42	0.389001496	0.004117979	0.011429752	no
OS08T0480400-01	4	3	0.16	0.13	-0.299560282	1	1	no
OS08T0480500-01	254	147	8.92	5.59	-0.674195427	4.64E-06	2.10E-05	no
OS08T0480800-01	3582	3412	133.19	137.36	0.044476177	0.406477079	0.567674726	no
OS08T0481000-01	7	7	0.14	0.15	0.099535674	1	1	no
OS08T0481000-02	8	12	0.1	0.17	0.765534746	0.503660778	0.656700216	no
OS08T0481000-03	0	3	0.001	0.18	7.491853096	0.250037498	0.384983395	no
OS08T0481100-01	135	66	2.96	1.56	-0.924051147	1.53E-05	6.46E-05	no
OS08T0481200-01	2	1	0.03	0.02	-0.584962501	1	1	no
OS08T0481300-00	3	0	0.06	0.001	-5.906890596	0.250037498	0.384983395	no
OS08T0481400-01	909	440	26.21	13.72	-0.933836872	5.11E-29	8.59E-28	no
OS08T0481500-01	5	6	0.21	0.27	0.362570079	1	1	no
OS08T0481700-00	37	35	1.67	1.72	0.042560462	1	1	no
OS08T0481800-01	144	110	6.64	5.5	-0.271751623	0.133602731	0.232639839	no
OS08T0481950-01	853	771	15.65	15.26	-0.036407695	0.582850221	0.737114448	no
OS08T0482100-01	498	464	6.67	6.7	0.006474334	1	1	no
OS08T0482100-02	395	347	6.34	6.01	-0.077117849	0.470643398	0.636756781	no
OS08T0482300-01	47	22	3.06	1.56	-0.971985624	0.007723995	0.0200713	no
OS08T0482500-01	25	15	0.8	0.52	-0.621488377	0.268667006	0.408312209	no
OS08T0482500-02	29	27	0.9	0.9	0	1	1	no
OS08T0482600-01	5256	2333	304.3	146.84	-1.051249314	9.15E-160	1.09E-157	down
OS08T0482700-01	8184	4852	417.02	268.41	-0.635678154	1.11E-87	6.23E-86	no
OS08T0482700-02	3287	2231	96.22	70.59	-0.446872978	6.89E-25	1.02E-23	no
OS08T0483100-01	222	100	8.56	4.18	-1.034107854	1.03E-09	6.81E-09	down
OS08T0483200-01	794	1179	9.06	14.49	0.67747464	1.11E-22	1.51E-21	no
OS08T0483600-01	254	233	13.66	13.61	-0.005290417	0.928661505	1	no
OS08T0483600-02	70	69	1.43	1.53	0.097516506	0.799222767	0.926148614	no
OS08T0483800-01	140	89	7.09	4.89	-0.535951162	0.006802385	0.017937858	no
OS08T0483900-01	28	13	0.8	0.4	-1	0.05984357	0.120349418	no
OS08T0484100-01	10	7	0.18	0.13	-0.469485283	0.629207129	0.777092022	no
OS08T0484200-01	387	318	10.15	9.01	-0.171880716	0.111128167	0.201741477	no
OS08T0484400-01	97	130	1.3	1.88	0.532221039	0.008146536	0.020987617	no
OS08T0484500-01	1680	1696	37.49	40.86	0.124183378	0.029774319	0.065822979	no
OS08T0484500-02	897	863	32.48	33.82	0.058325027	0.522147419	0.675290539	no
OS08T0484533-00	22	19	0.61	0.57	-0.097847323	1	1	no
OS08T0484600-01	307	323	5.21	5.91	0.181874758	0.146596599	0.251135234	no
OS08T0484700-01	608	927	16.51	27.21	0.720796836	3.55E-20	4.36E-19	no
OS08T0484800-00	60	49	1.75	1.54	-0.184424571	0.566757947	0.72149563	no
OS08T0485000-01	569	261	28.51	14.2	-1.00557711	1.27E-21	1.65E-20	down
OS08T0485400-01	126	45	3.17	1.22	-1.377601693	8.23E-09	5.02E-08	down
OS08T0485400-02	94	44	1.82	0.92	-0.984232684	0.00015831	0.000574923	no
OS08T0485500-01	37	60	1.2	2.11	0.814208593	0.008110647	0.02090197	no
OS08T0485600-01	180	221	1.61	2.13	0.403792742	0.006533104	0.017296043	no
OS08T0485600-02	113	124	1.55	1.83	0.239575433	0.245030808	0.384934788	no
OS08T0485600-03	30	26	1.11	1.04	-0.093976148	0.894001393	1	no
OS08T0485600-04	72	44	1.43	0.94	-0.605282485	0.032771964	0.071352436	no
OS08T0485700-01	859	836	9.71	10.18	0.068194361	0.38805773	0.546959586	no
OS08T0485700-02	402	434	6.26	7.29	0.219756157	0.038667812	0.082436876	no
OS08T0485800-01	12	28	0.69	1.76	1.350907162	0.006478515	0.017173567	up
OS08T0485900-01	118	336	3.3	10.14	1.619519723	2.88E-28	4.72E-27	up
OS08T0486100-01	77	54	3.08	2.34	-0.396421821	0.13692462	0.237170323	no
OS08T0486200-01	896	1556	28.63	53.77	0.909273801	1.68E-46	4.54E-45	no
OS08T0486200-02	855	1308	25.16	41.61	0.725798366	2.22E-27	3.55E-26	no
OS08T0486200-03	18	45	3.71	10.38	1.484315352	0.000343835	0.001181122	up
OS08T0486233-00	20	23	2.16	2.72	0.332575339	0.542820217	0.696631763	no
OS08T0486300-00	39	22	1.43	0.87	-0.716927841	0.072610567	0.14046197	no
OS08T0486700-01	41	27	2.16	1.54	-0.488100961	0.182552406	0.302271962	no
OS08T0486867-01	28	32	3.73	4.71	0.336551429	0.519586532	0.672345228	no
OS08T0487000-01	26	23	0.46	0.44	-0.064130337	1	1	no
OS08T0487000-02	16	56	1.02	3.9	1.934904972	4.28E-07	2.21E-06	up
OS08T0487100-01	42	36	1.01	0.94	-0.103622631	0.734841109	0.87073173	no
OS08T0487500-01	873	905	30.77	34.52	0.165908021	0.030811815	0.067879599	no
OS08T0487700-00	0	2	0.001	0.09	6.491853096	0.500024999	0.653216704	no
OS08T0487800-01	570	890	7.74	13.03	0.751431612	5.10E-21	6.50E-20	no
OS08T0487900-01	70	64	1.71	1.69	-0.016973079	0.931431074	1	no
OS08T0488100-00	4	1	0.64	0.18	-1.830074999	0.375062492	0.533094757	no
OS08T0488800-00	123	157	4.04	5.58	0.465909829	0.010579798	0.026566563	no
OS08T0489100-00	62	35	1.81	1.11	-0.705430021	0.018713211	0.043833904	no
OS08T0489300-01	494	117	19.77	5.07	-1.963255219	5.16E-49	1.46E-47	down
OS08T0489300-02	126	33	2.25	0.63	-1.836501268	2.11E-12	1.70E-11	down
OS08T0489300-03	257	76	3.88	1.24	-1.645716532	5.00E-21	6.38E-20	down
OS08T0490000-01	521	154	10.04	3.2	-1.649615459	7.73E-41	1.82E-39	down
OS08T0490000-02	281	88	6.45	2.18	-1.564971026	2.63E-21	3.40E-20	down
OS08T0490100-01	3444	1214	114	43.47	-1.390941824	2.49E-184	3.82E-182	down
OS08T0490300-01	320	262	5.31	4.69	-0.179123938	0.14086954	0.243345769	no
OS08T0490400-00	1	3	0.1	0.32	1.678071905	0.625037495	0.773845008	no
OS08T0490600-01	190	141	11.92	9.62	-0.309275437	0.049527055	0.102042514	no
OS08T0490900-00	295	638	16.45	38.65	1.23238083	7.46E-34	1.46E-32	up
OS08T0491000-01	34	55	1.06	1.86	0.811238357	0.01509103	0.036328925	no
OS08T0491100-01	12	21	0.85	1.63	0.939337218	0.080391156	0.153072067	no
OS08T0491200-01	185	186	2.79	3.03	0.119052672	0.471455267	0.637291642	no
OS08T0491400-01	3	2	0.08	0.06	-0.415037499	1	1	no
OS08T0492000-01	615	192	9.08	3.06	-1.569160645	1.97E-44	5.07E-43	down
OS08T0492100-01	265	99	7.45	3.01	-1.307476939	7.99E-16	7.93E-15	down
OS08T0492100-02	85	19	1.75	0.42	-2.058893689	2.93E-10	2.03E-09	down
OS08T0492100-03	196	79	5.7	2.48	-1.200621799	1.08E-10	7.70E-10	down
OS08T0492400-01	163	48	1.73	0.55	-1.653268514	8.28E-14	7.29E-13	down
OS08T0492500-01	338	286	15.32	14.05	-0.124846167	0.269265088	0.409116283	no
OS08T0493100-01	2	1	0.04	0.02	-1	1	1	no
OS08T0493800-01	4	1	0.05	0.01	-2.321928095	0.375062492	0.533094757	no
OS08T0493900-01	155	243	1.75	2.95	0.753360032	4.99E-07	2.55E-06	no
OS08T0493900-02	108	186	1.43	2.64	0.884522783	2.99E-07	1.56E-06	no
OS08T0494000-01	143	65	5.83	2.87	-1.022445147	1.02E-06	5.05E-06	down
OS08T0494200-01	1	1	0.07	0.07	0	1	1	no
OS08T0494300-01	9	12	0.24	0.34	0.502500341	0.663791876	0.809893368	no
OS08T0494350-00	6	16	0.21	0.62	1.561878888	0.052606898	0.107523919	no
OS08T0494400-01	300	296	6.49	6.92	0.09255356	0.492622455	0.653216704	no
OS08T0495300-01	0	1	0.001	0.04	5.321928095	1	1	no
OS08T0495500-01	535	233	14.81	6.97	-1.087341079	6.97E-23	9.52E-22	down
OS08T0495800-01	492	305	7.29	4.87	-0.581997042	4.19E-08	2.39E-07	no
OS08T0495800-02	617	401	8.69	6.09	-0.512913949	3.83E-08	2.19E-07	no
OS08T0495866-00	1	2	0.02	0.04	1	1	1	no
OS08T0496000-01	231	217	4.74	4.81	0.021149835	0.962739544	1	no
OS08T0496100-00	13	1	0.95	0.08	-3.569855608	0.00183717	0.005511395	down
OS08T0496400-01	3	5	0.08	0.15	0.906890596	0.726617172	0.863273111	no
OS08T0496500-01	288	247	13.59	12.64	-0.104548993	0.369806768	0.529656203	no
OS08T0496600-00	5	3	0.2	0.13	-0.621488377	0.726617172	0.863273111	no
OS08T0496800-01	4	5	0.11	0.15	0.447458977	1	1	no
OS08T0496900-01	704	842	9.91	12.77	0.365801563	2.53E-06	1.19E-05	no
OS08T0497300-01	434	246	6.89	4.21	-0.71068375	5.77E-10	3.91E-09	no
OS08T0497300-02	228	126	6.61	3.95	-0.742797618	2.27E-06	1.07E-05	no
OS08T0497300-03	342	219	6.57	4.54	-0.533201073	1.98E-05	8.28E-05	no
OS08T0497600-01	2530	1368	50.42	29.41	-0.777689334	8.22E-53	2.52E-51	no
OS08T0497900-01	220	135	4.99	3.31	-0.592208599	0.00017496	0.000631375	no
OS08T0498100-01	11063	4957	437.88	212.52	-1.042936939	1.31E-251	2.96E-249	down
OS08T0498400-01	1132	749	42.19	30.22	-0.481397427	3.05E-12	2.43E-11	no
OS08T0498400-02	1003	336	27.58	9.98	-1.466510736	2.16E-63	8.10E-62	down
OS08T0498600-01	18	6	0.34	0.12	-1.502500341	0.034791993	0.075246213	no
OS08T0498600-02	14	6	0.28	0.13	-1.106915204	0.115499401	0.208519703	no
OS08T0499000-01	345	193	10.44	6.31	-0.726409802	1.50E-08	8.94E-08	no
OS08T0499100-01	1	12	0.01	0.13	3.700439718	0.003427498	0.009701187	up
OS08T0499200-01	290	134	3.78	1.88	-1.007653573	9.28E-12	7.17E-11	down
OS08T0499300-01	193	154	3.06	2.63	-0.218468853	0.182601275	0.302279009	no
OS08T0499300-02	78	70	2.52	2.45	-0.040641984	0.934765913	1	no
OS08T0499400-01	22	23	0.73	0.82	0.167727446	0.766248816	0.898053155	no
OS08T0499532-01	30	47	0.42	0.71	0.757429697	0.031111313	0.06839749	no
OS08T0499700-01	2	15	0.02	0.17	3.087462841	0.002359203	0.006909209	up
OS08T0499700-02	3	6	0.09	0.19	1.078002512	0.50791091	0.659630519	no
OS08T0499800-01	76	98	1.56	2.17	0.476149014	0.041233683	0.087015455	no
OS08T0499900-01	83	67	1.29	1.12	-0.203872333	0.464222809	0.62954262	no
OS08T0500000-01	254	235	7.33	7.33	0	1	1	no
OS08T0500100-01	1135	723	16.62	11.41	-0.54262159	1.38E-14	1.28E-13	no
OS08T0500100-02	1174	742	16	10.9	-0.55374377	1.92E-15	1.87E-14	no
OS08T0500200-01	1355	945	26.56	19.98	-0.410698564	8.52E-11	6.14E-10	no
OS08T0500200-02	189	148	15.33	13.11	-0.225690011	0.13026313	0.227509574	no
OS08T0500300-01	817	463	15	9.17	-0.709968862	5.17E-17	5.48E-16	no
OS08T0500400-01	0	3	0.001	0.33	8.366322214	0.250037498	0.384983395	no
OS08T0500500-01	146	237	2.46	4.31	0.809029554	1.28E-07	6.94E-07	no
OS08T0500600-01	8	25	0.17	0.59	1.795180208	0.002958466	0.008499431	up
OS08T0500700-01	811	2097	9.32	25.94	1.47677662	2.42E-132	2.22E-130	up
OS08T0500800-01	151	857	2.16	13.24	2.615799905	1.07E-125	9.23E-124	up
OS08T0500900-01	80	39	2.24	1.18	-0.924711873	0.00091959	0.002927197	no
OS08T0501300-01	33	79	3.37	8.85	1.392928864	2.69E-06	1.26E-05	up
OS08T0501500-00	20	24	0.31	0.39	0.331205908	0.451880688	0.617978769	no
OS08T0501700-01	23	9	0.2	0.09	-1.152003093	0.029573372	0.065445851	no
OS08T0502101-01	0	1	0.001	0.05	5.64385619	1	1	no
OS08T0502400-01	80	329	3.24	14.44	2.156005024	3.23E-40	7.52E-39	up
OS08T0502600-01	0	5	0.001	0.57	9.154818109	0.062531251	0.123993256	no
OS08T0502700-01	16927	21583	450.18	620.13	0.46206872	7.46E-73	3.31E-71	no
OS08T0502700-03	10885	13652	339.93	461.03	0.439622942	2.96E-55	9.42E-54	no
OS08T0502800-01	590	349	12.71	8.11	-0.648190211	3.78E-11	2.80E-10	no
OS08T0503000-01	182	1019	10.63	64.71	2.60584708	8.53E-147	9.16E-145	up
OS08T0503200-01	1389	1263	18.14	17.77	-0.029730774	0.589000611	0.743129122	no
OS08T0503300-00	8	1	0.79	0.11	-2.84434913	0.039104693	0.083025045	no
OS08T0503400-00	1	0	0.02	0.001	-4.321928095	1	1	no
OS08T0503600-01	61	42	0.83	0.62	-0.420843121	0.168536759	0.283609364	no
OS08T0503700-01	6237	2993	111.26	57.58	-0.950295317	6.69E-148	7.22E-146	no
OS08T0503700-02	6002	3140	111.26	62.78	-0.825558077	3.10E-112	2.32E-110	no
OS08T0503800-01	219	168	3.93	3.25	-0.274089594	0.061988813	0.123993256	no
OS08T0504000-01	67	67	1.38	1.49	0.110644064	0.796296531	0.923841104	no
OS08T0504200-00	1	0	0.06	0.001	-5.906890596	1	1	no
OS08T0504400-01	41	76	1.28	2.57	1.005624549	0.000411718	0.001394314	up
OS08T0504400-02	27	77	0.9	2.78	1.627087976	2.32E-07	1.23E-06	up
OS08T0504500-01	1009	1147	45.54	56.13	0.301637768	1.10E-05	4.74E-05	no
OS08T0504600-01	839	644	10.54	8.71	-0.275130243	0.000401262	0.001363578	no
OS08T0504600-02	120	102	4.17	3.84	-0.118941073	0.548128528	0.701998407	no
OS08T0504700-01	11835	9789	542.22	486.4	-0.1567351	2.08E-09	1.35E-08	no
OS08T0504800-01	63	62	1.69	1.8	0.09097366	0.858557179	0.976745226	no
OS08T0504900-00	4	0	0.27	0.001	-8.076815597	0.125037499	0.219498867	no
OS08T0505001-01	36	27	6.29	5.25	-0.260742594	0.45067759	0.617458762	no
OS08T0505200-01	458	309	5.98	4.35	-0.459130083	1.67E-05	7.03E-05	no
